2.5,-0.001344,0.03756,-0.0019764,0,0.012957,0,-0.0061513,0,0.010143,0,-0.0016855,0,0.034122,-0.0018333,-0.00088676,0,-0.0013635,0.019485
7.5,-0.000672,0.035003,-0.003294,-0.0057274,0.025013,0.048369,-0.010252,0.020272,0.019915,0,0.036026,-0.0011726,0.068244,0.018455,-0.0017735,0.087119,0.044102,0.019485
12.5,-0.000672,0.11012,-0.0006588,0.076845,-0.0013512,-0.00078021,-0.0020504,0.018125,-0.00074134,0.034421,-0.003371,0,0.069219,0.018455,0,0,-0.002727,0.019485
17.5,-0.000672,0.070007,0.098175,0.076845,0.025913,0.024184,-0.012303,0.020272,0.030058,0.017211,0.036026,-0.0035178,-0.00048752,-0.0036666,0.030078,0.089557,0,0.020108
22.5,-0.001344,0.032446,0.097517,-0.0057274,0.011156,0.024964,0.03307,-0.00071556,0.028946,-0.0011589,0,0,0.017305,0.038131,0.030078,0.089557,0,0.059702
27.5,-0.002688,0.14001,0.071984,-0.020046,0.037519,0.022623,-0.0020504,0.020272,-0.00074134,-0.0011589,-0.0016855,0,0.01633,0.057196,0.1212,-0.0024378,0.042738,0.019485
32.5,0.030639,0.12978,0.042499,0.22195,0.0098045,0.17163,-0.016404,-0.0014311,0.0097723,0.032683,0.03434,0.033429,-0.00097504,0.049863,0.14063,0.087119,0.038648,0.11379
37.5,0.008599,0.041078,0.18054,0.059663,0.018257,0.095176,0.022818,0.15717,0.0075483,0.06751,-0.0050565,0.020531,0,0.11573,0.16185,0,0.12277,0.19235
42.5,0.13303,0.0705,0.2102,0.25583,0.003844,0.08659,0.27019,0.097782,0.021162,0.075858,0.086169,0.049269,0.03461,0.09337,0.30862,0.16692,0.23052,0.171
47.5,-0.08495,-0.44381,-0.29414,0.02101,0.007827,0.0265,0.09206,0.13618,0.086638,0.08101,0.06215,-0.01932,0,0.05205,0.45997,0.22723,0.13009,0.18487
52.5,0.11027,-0.24866,-0.04238,0.58089,0.13767,-0.05621,-0.29837,0.17172,0.055395,-0.1287,0.11523,0.05107,0,0.28096,0.36352,0.86992,-0.12084,0.19314
57.5,0.19359,-0.35426,-0.015654,0.45011,0.31356,0.3362,0.41299,0.15288,0.09303,0.16469,-0.08449,0.62525,-0.00048752,0.50792,0.3299,0.28381,0.20429,0.19376
62.5,0.25932,-0.34866,0.10783,0.23723,0.15229,0.33387,0.43554,0.30193,-0.02841,0.07563,0.1264,0.2112,0,0.20152,0.41126,-0.05248,0.30702,0.13905
67.5,0.18784,-0.21031,0.22474,0.03008,0.2452,0.01636,0.19537,0.27308,0.10339,0.07968,0.07057,0.27103,0.017305,0.27461,0.59167,0.04747,0.08421,0.12705
72.5,0.09781,-0.00445,0.31778,0.16133,0.14492,0.09126,0.12666,0.08848,0.10173,0.03888,0.07394,0.21353,-0.00097504,0.27107,0.42893,0.17359,-0.04128,0.14591
77.5,-0.019898,-0.00127,0.1028,0.013844,0.1173,0.24418,0.03975,0.013116,0.070158,0.002609,0.07437,0.001192,0,0.16205,0.39442,0.22235,-0.015426,0.088697
82.5,0.047701,0.20842,0.06787,0.048208,0.063779,0.081912,0.26582,0.057954,0.068169,0.13618,0.066994,0.046923,0,0.1084,0.22378,-0.014627,0.005924,0.10054
87.5,0.019215,0.14689,0.041181,-0.020046,0.024112,0.097516,0.049473,-0.00071556,0.018803,0.052212,0.10471,0.090901,-0.00048752,0.064651,0.18313,0.1718,0.21097,0.035853
92.5,-0.011424,0.11955,0.065396,-0.0028637,0.053179,-0.00078021,0.1174,0,0.048491,0.015473,-0.006742,0.062167,-0.00097504,0.12612,0.15216,0.14986,0.086841,0.018238
97.5,-0.001344,0.14257,0.14529,0,-0.0013512,0.049929,-0.0041009,0,0.03946,0.017211,0.072051,0.029912,-0.00097504,0.015399,0.12209,-0.019503,0.044102,0.039593
102.5,0.016663,0.036281,-0.0019764,0,-0.0013512,-0.0015604,0.12355,0.018841,-0.0014827,0.03616,0,-0.0023452,0.01633,0.078095,0.029191,-0.0024378,0.088204,0.019485
